date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:40:21	1825/1825	---MCZ	200	added ('OK')	text/css	etag:W/%2256b750fd-721%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/color/orange.css	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/css/color/orange.css	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:21	2832/2832	---MCZ	200	added ('OK')	text/css	etag:W/%2256b7507a-b10%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/demo.css	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/css/demo.css	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:22	21735/21735	---MCZ	200	added ('OK')	text/html	etag:W/%225766233b-54e7%22	http://demo.deviserweb.com/material-portfolio-cv-resume/project.html	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/project.html	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:22	3889/3889	---M--	200	added ('OK')	image/jpeg	etag:%2256b750ce-f31%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-1.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-1.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:23	3335/3335	---M--	200	added ('OK')	image/jpeg	etag:%2256b750ce-d07%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-2.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-2.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:23	7514/7514	---M--	200	added ('OK')	image/jpeg	etag:%2256b750cf-1d5a%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-3.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-3.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:24	7990/7990	---M--	200	added ('OK')	image/jpeg	etag:%2256b750d0-1f36%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-4.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-4.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:24	6004/6004	---M--	200	added ('OK')	image/jpeg	etag:%2256b750d1-1774%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-5.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-5.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:25	10271/10271	---M--	200	added ('OK')	image/jpeg	etag:%2256b750d2-281f%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-6.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-6.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:25	14534/14534	---MCZ	200	added ('OK')	text/html	etag:W/%2256b75071-38c6%22	http://demo.deviserweb.com/material-portfolio-cv-resume/blog-full-post.html	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/blog-full-post.html	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:26	4698/4698	---M--	200	added ('OK')	image/jpeg	etag:%2256b750d3-125a%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-8.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-8.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:27	13914/13914	---M--	200	added ('OK')	image/jpeg	etag:%2256b750d3-365a%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-7.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/p-7.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:27	7198/7198	---M--	200	added ('OK')	image/jpeg	etag:%2256b750af-1c1e%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-2.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-2.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:27	78963/78963	---M--	200	added ('OK')	image/png	etag:%2256b750d6-13473%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/proflpic.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/proflpic.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:27	12655/12655	---M--	200	added ('OK')	image/jpeg	etag:%2256b750ae-316f%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-1.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-1.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:28	14756/14756	---M--	200	added ('OK')	image/jpeg	etag:%2256b750b1-39a4%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-4.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-4.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:29	8479/8479	---M--	200	added ('OK')	image/jpeg	etag:%2256b750b2-211f%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-5.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-5.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:29	8114/8114	---M--	200	added ('OK')	image/jpeg	etag:%2256b750b3-1fb2%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-6.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-6.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:30	16734/16734	---M--	200	added ('OK')	image/jpeg	etag:%2256b750b0-415e%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-3.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/b-3.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:31	7397/7397	---M--	200	added ('OK')	image/png	etag:%2256b750c3-1ce5%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client1.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client1.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:33	8333/8333	---M--	200	added ('OK')	image/png	etag:%2256b750c3-208d%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client2.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client2.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:34	7211/7211	---M--	200	added ('OK')	image/png	etag:%2256b750c5-1c2b%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client3.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client3.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:36	40174/40174	---M--	200	added ('OK')	image/jpeg	etag:%2256b750db-9cee%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team3.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team3.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:37	14084/14084	---M--	200	added ('OK')	image/png	etag:%2256b750c5-3704%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client4.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client4.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:37	8668/8668	---M--	200	added ('OK')	image/png	etag:%2256b750c7-21dc%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client6.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client6.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:39	11480/11480	---M--	200	added ('OK')	image/png	etag:%2256b750c7-2cd8%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client7.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client7.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:39	66997/66997	---M--	200	added ('OK')	image/jpeg	etag:%2256b750da-105b5%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team2.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team2.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:40	79440/79440	---M--	200	added ('OK')	image/jpeg	etag:%2256b750d8-13650%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team1.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team1.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:40	84355/84355	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2020:04:24%20GMT	https://cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	C:/xampp/htdocs/series/CV/CV/cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:40	115851/115851	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2020:05:58%20GMT	https://cdnjs.cloudflare.com/ajax/libs/materialize/0.95.3/js/materialize.min.js	C:/xampp/htdocs/series/CV/CV/cdnjs.cloudflare.com/ajax/libs/materialize/0.95.3/js/materialize.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:42	85693/85693	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ec-14ebd%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/masonry.pkgd.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/masonry.pkgd.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:42	28935/28935	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2019%20Jan%202016%2010:33:19%20GMT	https://cdn.jsdelivr.net/jquery.mixitup/latest/jquery.mixitup.min.js	C:/xampp/htdocs/series/CV/CV/cdn.jsdelivr.net/jquery.mixitup/latest/jquery.mixitup.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:42	23135/23135	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750e1-5a5f%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.fancybox.pack.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.fancybox.pack.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:42	6077/6077	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ee-17bd%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/validator.min.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/validator.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:43	51364/51364	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ec-c8a4%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/modernizr.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/modernizr.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:43	7592/7592	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750e3-1da8%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.sticky.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.sticky.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:43	5138/5138	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750e2-1412%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.nav.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.nav.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:43	7154/7154	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ef-1bf2%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/wow.min.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/wow.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:43	7162/7162	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750de-1bfa%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/init.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/init.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:44	1833/1833	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ed-729%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/styleswitcher.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/styleswitcher.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:45	54606/54606	---MCZ	200	added ('OK')	text/html	etag:W/%2256cc0704-d54e%22	http://demo.deviserweb.com/material-portfolio-cv-resume/index.html	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/index-2.html	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
04:40:46	257/257	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Jan%202017%2023:10:42%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_sprite.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_sprite.39.delayed	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
04:40:46	258/258	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Jan%202017%2023:10:43%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_loading.gif	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_loading.gif	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
04:40:47	247/247	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Jan%202017%2023:10:44%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/blank.gif	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/css/blank.gif	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
04:40:48	258/258	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Jan%202017%2023:10:45%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_overlay.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_overlay.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
04:40:49	260/260	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Jan%202017%2023:10:46%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_sprite@2x.png	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_sprite@2x.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
04:40:49	261/261	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Jan%202017%2023:10:46%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_loading@2x.gif	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_loading@2x.gif	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
04:40:49	10460/10460	---M--	200	added ('OK')	image/gif	etag:%2256b750cb-28dc%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/loading.gif	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/loading.gif	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/style.css)
04:40:51	250/250	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Jan%202017%2023:10:48%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/magiwcline.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/magiwcline.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/project.html)
04:40:52	859/859	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750e5-35b%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/magicline.js	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/magicline.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/blog-full-post.html)
04:40:54	42645/42645	---M--	200	added ('OK')	image/jpeg	etag:%2256b750cb-a695%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/full-img.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/full-img.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/blog-full-post.html)
04:40:58	182368/182368	---M--	200	added ('OK')	image/jpeg	etag:%2256b750b7-2c860%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/bg2.jpg	C:/xampp/htdocs/series/CV/CV/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/bg2.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/project.html)
